Timestamp,ActiveCount,LogLength,BlockHeight,ProposedTime,Latency
2024-08-27T13:09:31Z,1,2,0,,
2024-08-27T13:09:31Z,0,2,0,,
2024-08-27T13:09:31Z,0,2,0,,
2024-08-27T13:09:31Z,0,2,0,,
2024-08-27T13:09:31Z,0,2,0,,
2024-08-27T13:09:31Z,0,2,0,,
2024-08-27T13:09:31Z,0,2,0,,
2024-08-27T13:09:31Z,1,2,0,,
2024-08-27T13:09:31Z,0,2,0,,
2024-08-27T13:09:31Z,1,2,0,,
2024-08-27T13:09:41Z,1,3,0,,
2024-08-27T13:09:41Z,0,3,0,,
2024-08-27T13:09:41Z,0,3,0,,
2024-08-27T13:09:41Z,0,3,0,,
2024-08-27T13:09:41Z,0,3,0,,
2024-08-27T13:09:41Z,1,3,0,,
2024-08-27T13:09:41Z,0,3,0,,
2024-08-27T13:09:41Z,1,3,0,,
2024-08-27T13:09:41Z,0,3,0,,
2024-08-27T13:09:41Z,0,3,0,,
2024-08-27T13:09:51Z,1,4,0,,
2024-08-27T13:09:51Z,0,4,0,,
2024-08-27T13:09:51Z,1,4,0,,
2024-08-27T13:09:51Z,0,4,0,,
2024-08-27T13:09:51Z,0,4,0,,
2024-08-27T13:09:51Z,1,4,0,,
2024-08-27T13:09:51Z,1,4,0,,
2024-08-27T13:09:51Z,1,4,0,,
2024-08-27T13:09:51Z,0,4,0,,
2024-08-27T13:09:51Z,0,4,0,,
2024-08-27T13:10:01Z,0,4,0,,
2024-08-27T13:10:01Z,1,4,0,,
2024-08-27T13:10:01Z,1,4,0,,
2024-08-27T13:10:01Z,1,4,0,,
2024-08-27T13:10:01Z,1,4,0,,
2024-08-27T13:10:01Z,0,4,0,,
2024-08-27T13:10:01Z,1,4,0,,
2024-08-27T13:10:01Z,0,4,0,,
2024-08-27T13:10:01Z,1,4,0,,
2024-08-27T13:10:01Z,0,4,0,,
2024-08-27T13:10:11Z,1,5,0,,
2024-08-27T13:10:11Z,0,5,0,,
2024-08-27T13:10:11Z,0,5,0,,
2024-08-27T13:10:11Z,0,5,0,,
2024-08-27T13:10:11Z,0,5,0,,
2024-08-27T13:10:11Z,0,5,0,,
2024-08-27T13:10:11Z,1,5,0,,
2024-08-27T13:10:11Z,0,5,0,,
2024-08-27T13:10:11Z,1,5,0,,
2024-08-27T13:10:11Z,0,5,0,,
2024-08-27T13:10:21Z,1,6,0,,
2024-08-27T13:10:21Z,0,6,0,,
2024-08-27T13:10:21Z,0,6,0,,
2024-08-27T13:10:21Z,0,6,0,,
2024-08-27T13:10:21Z,0,6,0,,
2024-08-27T13:10:21Z,0,6,0,,
2024-08-27T13:10:21Z,1,6,0,,
2024-08-27T13:10:21Z,0,6,0,,
2024-08-27T13:10:21Z,0,6,0,,
2024-08-27T13:10:21Z,0,6,0,,
2024-08-27T13:10:31Z,0,6,0,,
2024-08-27T13:10:31Z,0,6,0,,
2024-08-27T13:10:31Z,0,6,0,,
2024-08-27T13:10:31Z,1,6,0,,
2024-08-27T13:10:31Z,1,6,0,,
2024-08-27T13:10:31Z,1,6,0,,
2024-08-27T13:10:31Z,0,6,0,,
2024-08-27T13:10:31Z,1,6,0,,
2024-08-27T13:10:31Z,0,6,0,,
2024-08-27T13:10:31Z,0,6,0,,
2024-08-27T13:10:41Z,1,6,0,,
2024-08-27T13:10:41Z,1,6,0,,
2024-08-27T13:10:41Z,0,6,0,,
2024-08-27T13:10:41Z,1,6,0,,
2024-08-27T13:10:41Z,1,6,0,,
2024-08-27T13:10:41Z,1,6,0,,
2024-08-27T13:10:41Z,1,6,0,,
2024-08-27T13:10:41Z,0,6,0,,
2024-08-27T13:10:41Z,0,6,0,,
2024-08-27T13:10:41Z,1,6,0,,
2024-08-27T13:10:51Z,0,6,0,,
2024-08-27T13:10:51Z,0,6,0,,
2024-08-27T13:10:51Z,0,6,0,,
2024-08-27T13:10:51Z,1,6,0,,
2024-08-27T13:10:51Z,1,6,0,,
2024-08-27T13:10:51Z,1,6,0,,
2024-08-27T13:10:51Z,0,6,0,,
2024-08-27T13:10:51Z,1,6,0,,
2024-08-27T13:10:51Z,0,6,0,,
2024-08-27T13:10:51Z,1,6,0,,
2024-08-27T13:11:01Z,1,8,0,,
2024-08-27T13:11:01Z,1,8,0,,
2024-08-27T13:11:01Z,0,8,0,,
2024-08-27T13:11:01Z,1,8,0,,
2024-08-27T13:11:01Z,0,8,0,,
2024-08-27T13:11:01Z,0,8,0,,
2024-08-27T13:11:01Z,0,8,0,,
2024-08-27T13:11:01Z,0,8,0,,
2024-08-27T13:11:01Z,1,8,0,,
2024-08-27T13:11:01Z,0,8,0,,
2024-08-27T13:11:11Z,0,8,0,,
2024-08-27T13:11:11Z,0,8,0,,
2024-08-27T13:11:11Z,0,8,0,,
2024-08-27T13:11:11Z,1,8,0,,
2024-08-27T13:11:11Z,0,8,0,,
2024-08-27T13:11:11Z,1,8,0,,
2024-08-27T13:11:11Z,1,8,0,,
2024-08-27T13:11:11Z,0,8,0,,
2024-08-27T13:11:11Z,0,8,0,,
2024-08-27T13:11:11Z,0,8,0,,
2024-08-27T13:11:21Z,0,8,0,,
2024-08-27T13:11:21Z,1,8,0,,
2024-08-27T13:11:21Z,0,8,0,,
2024-08-27T13:11:21Z,1,8,0,,
2024-08-27T13:11:21Z,1,8,0,,
2024-08-27T13:11:21Z,0,8,0,,
2024-08-27T13:11:21Z,1,8,0,,
2024-08-27T13:11:21Z,0,8,0,,
2024-08-27T13:11:21Z,1,8,0,,
2024-08-27T13:11:21Z,0,8,0,,
2024-08-27T13:11:31Z,0,0,1,2024-08-27T13:09:20Z,2m10.931441381s
2024-08-27T13:11:31Z,0,0,1,2024-08-27T13:09:20Z,2m11.012020946s
2024-08-27T13:11:31Z,0,0,1,2024-08-27T13:09:20Z,2m11.092717769s
2024-08-27T13:11:31Z,0,0,1,2024-08-27T13:09:20Z,2m11.153361555s
2024-08-27T13:11:31Z,0,0,1,2024-08-27T13:09:20Z,2m11.153821835s
2024-08-27T13:11:31Z,0,0,1,2024-08-27T13:09:20Z,2m11.173125658s
2024-08-27T13:11:31Z,0,0,1,2024-08-27T13:09:20Z,2m11.193653334s
2024-08-27T13:11:31Z,0,0,1,2024-08-27T13:09:20Z,2m11.194272765s
2024-08-27T13:11:31Z,0,0,1,2024-08-27T13:09:20Z,2m11.194693729s
2024-08-27T13:11:31Z,0,0,1,2024-08-27T13:09:20Z,2m11.208589297s
2024-08-27T13:11:31Z,1,11,0,,
2024-08-27T13:11:31Z,1,11,0,,
2024-08-27T13:11:31Z,1,11,0,,
2024-08-27T13:11:31Z,1,11,0,,
2024-08-27T13:11:31Z,1,11,0,,
2024-08-27T13:11:31Z,1,11,0,,
2024-08-27T13:11:31Z,1,11,0,,
2024-08-27T13:11:31Z,0,11,0,,
2024-08-27T13:11:31Z,0,11,0,,
2024-08-27T13:11:31Z,1,11,0,,
2024-08-27T13:11:41Z,1,11,0,,
2024-08-27T13:11:41Z,1,11,0,,
2024-08-27T13:11:41Z,1,11,0,,
2024-08-27T13:11:41Z,0,11,0,,
2024-08-27T13:11:41Z,0,11,0,,
2024-08-27T13:11:41Z,0,11,0,,
2024-08-27T13:11:41Z,1,11,0,,
2024-08-27T13:11:41Z,1,11,0,,
2024-08-27T13:11:41Z,1,11,0,,
2024-08-27T13:11:41Z,0,11,0,,
2024-08-27T13:11:51Z,0,11,0,,
2024-08-27T13:11:51Z,1,11,0,,
2024-08-27T13:11:51Z,0,11,0,,
2024-08-27T13:11:51Z,1,11,0,,
2024-08-27T13:11:51Z,1,11,0,,
2024-08-27T13:11:51Z,1,11,0,,
2024-08-27T13:11:51Z,0,11,0,,
2024-08-27T13:11:51Z,1,11,0,,
2024-08-27T13:11:51Z,1,11,0,,
2024-08-27T13:11:51Z,0,11,0,,
2024-08-27T13:11:56Z,0,0,2,2024-08-27T13:09:23Z,2m32.940857746s
2024-08-27T13:11:56Z,0,0,2,2024-08-27T13:09:23Z,2m32.941261068s
2024-08-27T13:11:56Z,0,0,2,2024-08-27T13:09:23Z,2m32.941605598s
2024-08-27T13:11:56Z,0,0,2,2024-08-27T13:09:23Z,2m32.941980352s
2024-08-27T13:11:56Z,0,0,2,2024-08-27T13:09:23Z,2m32.942345753s
2024-08-27T13:11:56Z,0,0,2,2024-08-27T13:09:23Z,2m32.942704425s
2024-08-27T13:11:56Z,0,0,2,2024-08-27T13:09:23Z,2m32.943050178s
2024-08-27T13:11:56Z,0,0,2,2024-08-27T13:09:23Z,2m32.943383367s
