Timestamp,ActiveCount,LogLength,BlockHeight,ProposedTime,Latency
2024-10-04T14:08:48Z,0,1,0,,
2024-10-04T14:08:48Z,1,1,0,,
2024-10-04T14:08:48Z,1,1,0,,
2024-10-04T14:08:48Z,1,1,0,,
2024-10-04T14:08:48Z,0,1,0,,
2024-10-04T14:08:48Z,0,1,0,,
2024-10-04T14:08:48Z,1,1,0,,
2024-10-04T14:08:48Z,1,1,0,,
2024-10-04T14:08:48Z,0,1,0,,
2024-10-04T14:08:48Z,0,1,0,,
2024-10-04T14:08:49Z,1,1,0,,
2024-10-04T14:08:49Z,1,1,0,,
2024-10-04T14:08:49Z,1,1,0,,
2024-10-04T14:08:49Z,1,1,0,,
2024-10-04T14:08:49Z,1,1,0,,
2024-10-04T14:08:49Z,0,1,0,,
2024-10-04T14:08:49Z,0,1,0,,
2024-10-04T14:08:49Z,0,1,0,,
2024-10-04T14:08:49Z,0,1,0,,
2024-10-04T14:08:49Z,0,1,0,,
2024-10-04T14:08:50Z,1,1,0,,
2024-10-04T14:08:50Z,0,1,0,,
2024-10-04T14:08:50Z,0,1,0,,
2024-10-04T14:08:50Z,1,1,0,,
2024-10-04T14:08:50Z,1,1,0,,
2024-10-04T14:08:50Z,1,1,0,,
2024-10-04T14:08:50Z,0,1,0,,
2024-10-04T14:08:50Z,0,1,0,,
2024-10-04T14:08:50Z,0,1,0,,
2024-10-04T14:08:50Z,0,1,0,,
2024-10-04T14:08:51Z,0,1,0,,
2024-10-04T14:08:51Z,0,1,0,,
2024-10-04T14:08:51Z,0,1,0,,
2024-10-04T14:08:51Z,0,1,0,,
2024-10-04T14:08:51Z,0,1,0,,
2024-10-04T14:08:51Z,0,1,0,,
2024-10-04T14:08:51Z,1,1,0,,
2024-10-04T14:08:51Z,0,1,0,,
2024-10-04T14:08:51Z,0,1,0,,
2024-10-04T14:08:51Z,1,1,0,,
2024-10-04T14:08:52Z,0,1,0,,
2024-10-04T14:08:52Z,0,1,0,,
2024-10-04T14:08:52Z,1,1,0,,
2024-10-04T14:08:52Z,1,1,0,,
2024-10-04T14:08:52Z,0,1,0,,
2024-10-04T14:08:52Z,1,1,0,,
2024-10-04T14:08:52Z,0,1,0,,
2024-10-04T14:08:52Z,1,1,0,,
2024-10-04T14:08:52Z,0,1,0,,
2024-10-04T14:08:52Z,0,1,0,,
2024-10-04T14:08:53Z,0,1,0,,
2024-10-04T14:08:53Z,0,1,0,,
2024-10-04T14:08:53Z,1,1,0,,
2024-10-04T14:08:53Z,1,1,0,,
2024-10-04T14:08:53Z,1,1,0,,
2024-10-04T14:08:53Z,1,1,0,,
2024-10-04T14:08:53Z,1,1,0,,
2024-10-04T14:08:53Z,0,1,0,,
2024-10-04T14:08:53Z,1,1,0,,
2024-10-04T14:08:53Z,1,1,0,,
2024-10-04T14:08:54Z,0,1,0,,
2024-10-04T14:08:54Z,1,1,0,,
2024-10-04T14:08:54Z,0,1,0,,
2024-10-04T14:08:54Z,1,1,0,,
2024-10-04T14:08:54Z,1,1,0,,
2024-10-04T14:08:54Z,1,1,0,,
2024-10-04T14:08:54Z,1,1,0,,
2024-10-04T14:08:54Z,0,1,0,,
2024-10-04T14:08:54Z,1,1,0,,
2024-10-04T14:08:54Z,1,1,0,,
2024-10-04T14:08:55Z,0,1,0,,
2024-10-04T14:08:55Z,0,1,0,,
2024-10-04T14:08:55Z,1,1,0,,
2024-10-04T14:08:55Z,1,1,0,,
2024-10-04T14:08:55Z,1,1,0,,
2024-10-04T14:08:55Z,1,1,0,,
2024-10-04T14:08:55Z,1,1,0,,
2024-10-04T14:08:55Z,1,1,0,,
2024-10-04T14:08:55Z,1,1,0,,
2024-10-04T14:08:55Z,1,1,0,,
2024-10-04T14:08:56Z,1,1,0,,
2024-10-04T14:08:56Z,1,1,0,,
2024-10-04T14:08:56Z,0,1,0,,
2024-10-04T14:08:56Z,1,1,0,,
2024-10-04T14:08:56Z,1,1,0,,
2024-10-04T14:08:56Z,0,1,0,,
2024-10-04T14:08:56Z,0,1,0,,
2024-10-04T14:08:56Z,1,1,0,,
2024-10-04T14:08:56Z,0,1,0,,
2024-10-04T14:08:56Z,0,1,0,,
2024-10-04T14:08:57Z,1,1,0,,
2024-10-04T14:08:57Z,1,1,0,,
2024-10-04T14:08:57Z,1,1,0,,
2024-10-04T14:08:57Z,1,1,0,,
2024-10-04T14:08:57Z,1,1,0,,
2024-10-04T14:08:57Z,1,1,0,,
2024-10-04T14:08:57Z,1,1,0,,
2024-10-04T14:08:57Z,1,1,0,,
2024-10-04T14:08:57Z,1,1,0,,
2024-10-04T14:08:57Z,1,1,0,,
2024-10-04T14:08:58Z,1,1,0,,
2024-10-04T14:08:58Z,1,1,0,,
2024-10-04T14:08:58Z,1,1,0,,
2024-10-04T14:08:58Z,0,1,0,,
2024-10-04T14:08:58Z,0,1,0,,
2024-10-04T14:08:58Z,1,1,0,,
2024-10-04T14:08:58Z,0,1,0,,
2024-10-04T14:08:58Z,0,1,0,,
2024-10-04T14:08:58Z,0,1,0,,
2024-10-04T14:08:58Z,1,1,0,,
