Timestamp,ActiveCount,LogLength,BlockHeight,ProposedTime,Latency
2024-09-22T13:06:32Z,1,1,0,,
2024-09-22T13:06:32Z,1,1,0,,
2024-09-22T13:06:32Z,1,1,0,,
2024-09-22T13:06:32Z,0,1,0,,
2024-09-22T13:06:32Z,1,1,0,,
2024-09-22T13:06:32Z,1,1,0,,
2024-09-22T13:06:32Z,1,1,0,,
2024-09-22T13:06:32Z,1,1,0,,
2024-09-22T13:06:32Z,1,1,0,,
2024-09-22T13:06:32Z,1,1,0,,
2024-09-22T13:06:33Z,0,1,0,,
2024-09-22T13:06:33Z,1,1,0,,
2024-09-22T13:06:33Z,1,1,0,,
2024-09-22T13:06:33Z,0,1,0,,
2024-09-22T13:06:33Z,1,1,0,,
2024-09-22T13:06:33Z,1,1,0,,
2024-09-22T13:06:33Z,1,1,0,,
2024-09-22T13:06:33Z,1,1,0,,
2024-09-22T13:06:33Z,1,1,0,,
2024-09-22T13:06:33Z,1,1,0,,
2024-09-22T13:06:34Z,1,1,0,,
2024-09-22T13:06:34Z,1,1,0,,
2024-09-22T13:06:34Z,0,1,0,,
2024-09-22T13:06:34Z,1,1,0,,
2024-09-22T13:06:34Z,0,1,0,,
2024-09-22T13:06:34Z,0,1,0,,
2024-09-22T13:06:34Z,0,1,0,,
2024-09-22T13:06:34Z,1,1,0,,
2024-09-22T13:06:34Z,1,1,0,,
2024-09-22T13:06:34Z,1,1,0,,
2024-09-22T13:06:35Z,1,1,0,,
2024-09-22T13:06:35Z,1,1,0,,
2024-09-22T13:06:35Z,1,1,0,,
2024-09-22T13:06:35Z,1,1,0,,
2024-09-22T13:06:35Z,0,1,0,,
2024-09-22T13:06:35Z,1,1,0,,
2024-09-22T13:06:35Z,1,1,0,,
2024-09-22T13:06:35Z,1,1,0,,
2024-09-22T13:06:35Z,1,1,0,,
2024-09-22T13:06:35Z,1,1,0,,
2024-09-22T13:06:36Z,1,1,0,,
2024-09-22T13:06:36Z,0,1,0,,
2024-09-22T13:06:36Z,1,1,0,,
2024-09-22T13:06:36Z,1,1,0,,
2024-09-22T13:06:36Z,1,1,0,,
2024-09-22T13:06:36Z,1,1,0,,
2024-09-22T13:06:36Z,1,1,0,,
2024-09-22T13:06:36Z,1,1,0,,
2024-09-22T13:06:36Z,1,1,0,,
2024-09-22T13:06:36Z,1,1,0,,
2024-09-22T13:06:37Z,1,1,0,,
2024-09-22T13:06:37Z,1,1,0,,
2024-09-22T13:06:37Z,1,1,0,,
2024-09-22T13:06:37Z,1,1,0,,
2024-09-22T13:06:37Z,1,1,0,,
2024-09-22T13:06:37Z,1,1,0,,
2024-09-22T13:06:37Z,1,1,0,,
2024-09-22T13:06:37Z,1,1,0,,
2024-09-22T13:06:37Z,1,1,0,,
2024-09-22T13:06:37Z,1,1,0,,
2024-09-22T13:06:38Z,0,2,0,,
2024-09-22T13:06:38Z,1,2,0,,
2024-09-22T13:06:38Z,1,2,0,,
2024-09-22T13:06:38Z,1,2,0,,
2024-09-22T13:06:38Z,1,2,0,,
2024-09-22T13:06:38Z,1,2,0,,
2024-09-22T13:06:38Z,1,2,0,,
2024-09-22T13:06:38Z,1,2,0,,
2024-09-22T13:06:38Z,1,2,0,,
2024-09-22T13:06:38Z,1,2,0,,
2024-09-22T13:06:39Z,1,2,0,,
2024-09-22T13:06:39Z,1,2,0,,
2024-09-22T13:06:39Z,0,2,0,,
2024-09-22T13:06:39Z,1,2,0,,
2024-09-22T13:06:39Z,1,2,0,,
2024-09-22T13:06:39Z,1,2,0,,
2024-09-22T13:06:39Z,1,2,0,,
2024-09-22T13:06:39Z,1,2,0,,
2024-09-22T13:06:39Z,1,2,0,,
2024-09-22T13:06:39Z,1,2,0,,
2024-09-22T13:06:40Z,0,2,0,,
2024-09-22T13:06:40Z,1,2,0,,
2024-09-22T13:06:40Z,1,2,0,,
2024-09-22T13:06:40Z,1,2,0,,
2024-09-22T13:06:40Z,1,2,0,,
2024-09-22T13:06:40Z,1,2,0,,
2024-09-22T13:06:40Z,0,2,0,,
2024-09-22T13:06:40Z,1,2,0,,
2024-09-22T13:06:40Z,1,2,0,,
2024-09-22T13:06:40Z,1,2,0,,
2024-09-22T13:06:41Z,1,2,0,,
2024-09-22T13:06:41Z,1,2,0,,
2024-09-22T13:06:41Z,1,2,0,,
2024-09-22T13:06:41Z,1,2,0,,
2024-09-22T13:06:41Z,1,2,0,,
2024-09-22T13:06:41Z,1,2,0,,
2024-09-22T13:06:41Z,1,2,0,,
2024-09-22T13:06:41Z,1,2,0,,
2024-09-22T13:06:41Z,1,2,0,,
2024-09-22T13:06:41Z,1,2,0,,
2024-09-22T13:06:42Z,1,2,0,,
2024-09-22T13:06:42Z,0,2,0,,
2024-09-22T13:06:42Z,1,2,0,,
2024-09-22T13:06:42Z,0,2,0,,
2024-09-22T13:06:42Z,0,2,0,,
2024-09-22T13:06:42Z,1,2,0,,
2024-09-22T13:06:42Z,1,2,0,,
2024-09-22T13:06:42Z,1,2,0,,
2024-09-22T13:06:42Z,1,2,0,,
2024-09-22T13:06:42Z,1,2,0,,
2024-09-22T13:06:43Z,1,2,0,,
2024-09-22T13:06:43Z,1,2,0,,
2024-09-22T13:06:43Z,1,2,0,,
2024-09-22T13:06:43Z,0,2,0,,
2024-09-22T13:06:43Z,0,2,0,,
2024-09-22T13:06:43Z,0,2,0,,
2024-09-22T13:06:43Z,1,2,0,,
2024-09-22T13:06:43Z,1,2,0,,
2024-09-22T13:06:43Z,1,2,0,,
2024-09-22T13:06:43Z,0,2,0,,
2024-09-22T13:06:44Z,1,2,0,,
2024-09-22T13:06:44Z,1,2,0,,
2024-09-22T13:06:44Z,1,2,0,,
2024-09-22T13:06:44Z,1,2,0,,
2024-09-22T13:06:44Z,1,2,0,,
2024-09-22T13:06:44Z,1,2,0,,
2024-09-22T13:06:44Z,1,2,0,,
2024-09-22T13:06:44Z,1,2,0,,
2024-09-22T13:06:44Z,1,2,0,,
2024-09-22T13:06:44Z,1,2,0,,
2024-09-22T13:06:45Z,1,2,0,,
2024-09-22T13:06:45Z,1,2,0,,
2024-09-22T13:06:45Z,0,2,0,,
2024-09-22T13:06:45Z,0,2,0,,
2024-09-22T13:06:45Z,1,2,0,,
2024-09-22T13:06:45Z,0,2,0,,
2024-09-22T13:06:45Z,1,2,0,,
2024-09-22T13:06:45Z,1,2,0,,
2024-09-22T13:06:45Z,1,2,0,,
2024-09-22T13:06:45Z,1,2,0,,
2024-09-22T13:06:46Z,1,2,0,,
2024-09-22T13:06:46Z,1,2,0,,
2024-09-22T13:06:46Z,1,2,0,,
2024-09-22T13:06:46Z,1,2,0,,
2024-09-22T13:06:46Z,1,2,0,,
2024-09-22T13:06:46Z,1,2,0,,
2024-09-22T13:06:46Z,1,2,0,,
2024-09-22T13:06:46Z,1,2,0,,
2024-09-22T13:06:46Z,1,2,0,,
2024-09-22T13:06:46Z,1,2,0,,
2024-09-22T13:06:47Z,1,2,0,,
2024-09-22T13:06:47Z,0,2,0,,
2024-09-22T13:06:47Z,1,2,0,,
2024-09-22T13:06:47Z,1,2,0,,
2024-09-22T13:06:47Z,1,2,0,,
2024-09-22T13:06:47Z,1,2,0,,
2024-09-22T13:06:47Z,1,2,0,,
2024-09-22T13:06:47Z,1,2,0,,
2024-09-22T13:06:47Z,1,2,0,,
2024-09-22T13:06:47Z,1,2,0,,
2024-09-22T13:06:48Z,1,2,0,,
2024-09-22T13:06:48Z,1,2,0,,
2024-09-22T13:06:48Z,1,2,0,,
2024-09-22T13:06:48Z,1,2,0,,
2024-09-22T13:06:48Z,1,2,0,,
2024-09-22T13:06:48Z,1,2,0,,
2024-09-22T13:06:48Z,1,2,0,,
2024-09-22T13:06:48Z,1,2,0,,
2024-09-22T13:06:48Z,1,2,0,,
2024-09-22T13:06:48Z,1,2,0,,
2024-09-22T13:06:49Z,1,2,0,,
2024-09-22T13:06:49Z,1,2,0,,
2024-09-22T13:06:49Z,1,2,0,,
2024-09-22T13:06:49Z,1,2,0,,
2024-09-22T13:06:49Z,1,2,0,,
2024-09-22T13:06:49Z,1,2,0,,
2024-09-22T13:06:49Z,1,2,0,,
2024-09-22T13:06:49Z,1,2,0,,
2024-09-22T13:06:49Z,1,2,0,,
2024-09-22T13:06:49Z,1,2,0,,
2024-09-22T13:06:50Z,1,3,0,,
2024-09-22T13:06:50Z,1,3,0,,
2024-09-22T13:06:50Z,1,3,0,,
2024-09-22T13:06:50Z,1,3,0,,
2024-09-22T13:06:50Z,1,3,0,,
2024-09-22T13:06:50Z,1,3,0,,
2024-09-22T13:06:50Z,1,3,0,,
2024-09-22T13:06:50Z,1,3,0,,
2024-09-22T13:06:50Z,1,3,0,,
2024-09-22T13:06:50Z,1,3,0,,
2024-09-22T13:06:51Z,0,3,0,,
2024-09-22T13:06:51Z,1,3,0,,
2024-09-22T13:06:51Z,1,3,0,,
2024-09-22T13:06:51Z,1,3,0,,
2024-09-22T13:06:51Z,1,3,0,,
2024-09-22T13:06:51Z,1,3,0,,
2024-09-22T13:06:51Z,1,3,0,,
2024-09-22T13:06:51Z,1,3,0,,
